Name,Latitude,Longitude,Floors,Floors Source,Stores,Dynamic Stores,Store Names,Stores Source,Opening year,Area,Area Source,Owner,Shape,Wikipedia Link
Tampines Mall,1.3525,103.9447,6,https://www.capitaland.com/sg/malls/tampinesmall/en/stores.html,179,166,"Ajisen Ramen; Food & Beverage; 04-19 to 04-20; ALDO; Fashion; 01-08 to 01-09; ALIA; Fashion; 02-23A; arena; Sports; 02-11; Artary; Children; 05-05; Atlas Sound & Vision; Electronics & Technology, Hobbies & Leisure; 03-06; Bath & Body Works; Beauty & Wellness; 01-11; BBQ Express; Food & Beverage; B1-K19; Beauty Language; Beauty & Wellness; B1-23A; Bee Cheng Hiang; Food & Beverage; B1-14; Bengawan Solo; Food & Beverage; B1-15; Better Vision; Fashion; 02-30; Big Fish Small Fish; Food & Beverage; B1-K3; Blackball; Food & Beverage; 04-26; BOBBI BROWN; Beauty & Wellness; 01-28; Bossini; Fashion; 02-06 to 02-08; BreadTalk; Food & Beverage; 01-32; BURGER KING; Food & Beverage; 01-42 to 01-44; BUTTER STUDIO; Food & Beverage; B1-K8; Capitol Optical; Fashion; 02-03; Casio Concept Store; Fashion; 01-02; Challenger mini; Electronics & Technology; 04-05 to 04-07; CHARLES & KEITH; Fashion; 01-13 to 01-14; Chen Kang Wellness; Beauty & Wellness; B1-03; City Chain; Fashion; 01-10; Complete Auto Restoration Services; Services; B2-K2; Confucius Mandarin; Children; 05-02; CONVERSE; Sports; 02-22; COTTON ON; Fashion; 02-18B; Cotton On Kids; Children, Fashion; 02-18A; COURTS; Electronics & Technology; 03-16; Cow Play Cow Moo; Hobbies & Leisure; 02-17; Crocs; Fashion; 01-17; Crystal Jade Kitchen; Food & Beverage; B1-11; Decathlon; Sports; 01-33A; Din Tai Fung; Food & Beverage; 02-01, 02; Dough Culture; Food & Beverage; B1-K16; EC House; Beauty & Wellness; 03-09; Eu Yan Sang; Beauty & Wellness; B1-17; Express Teppan-Yaki; Food & Beverage; B1-K22; Famous Amos; Food & Beverage; B1-K15; FANCL; Beauty & Wellness; 01-34; Fei Siong; Food & Beverage; B1-K9; FotoHub; Services; B1-24; Four Leaves; Food & Beverage; B1-22; GameXtreme; Hobbies & Leisure; 04-10 to 04-11; GENKI SUSHI; Food & Beverage; 03-26 to 03-27; Giordano; Fashion; 02-04 to 02-05; GNC Live Well; Beauty & Wellness; B1-06; Golden Village; Entertainment, Hobbies & Leisure; 04-17 to 04-18; Goldheart; Fashion; 01-23 to 01-24; Guardian Health & Beauty; Beauty & Wellness; B1-18 to B1-19; Hair Mechanics; Beauty & Wellness; 03-07 to 03-08; HELEN; Fashion; 01-12; Ho Kee Pau; Food & Beverage; B1-K10; HOCKHUA TONIC; Beauty & Wellness; B1-13A; HUAWEI; Electronics & Technology; 04-03; Hush Puppies; Fashion; 02-20 to 02-21; innisfree; Beauty & Wellness; 01-35 to 01-37; Isetan; Department Store & Value Store; 01-21, 02; iStudio; Electronics & Technology; 01-18, 01; Itacho Sushi; Food & Beverage; 04-32; J.Co; Food & Beverage; 01-38; Jean Yip Hub; Beauty & Wellness; 03-K1, 03; Julia Gabriel Centre; Children; 05-03; kaffe & toast; Food & Beverage; 01-45; KFC; Food & Beverage; 01-47; Kiehl's; Beauty & Wellness; 01-29; KOI THE; Food & Beverage; 02-K3B; Kopitiam; Food & Beverage; 04-27 to 04-29; L'OCCITANE; Beauty & Wellness; 01-31A; LANEIGE; Beauty & Wellness; 01-31; Lee Hwa Jewellery (Under Renovation); Fashion; 01-16; Lee Wee & Brothers' Foodstuff; Food & Beverage; B1-K6; LEGO® Certified Store; Hobbies & Leisure; 03-20 to 03-21; Levi's; Fashion; 01-39 to 01-41; LiHO; Food & Beverage; B1-K5; Linen Gallery; Home & Furnishing; 03-28 to 03-29; Long John Silver's; Food & Beverage; 04-23 to 04-25; Lovisa; Fashion; 01-15A; M1; Electronics & Technology, Services; 03-01; Mark Nason Los Angeles X Skechers; Fashion; 02-12; McDonald's; Food & Beverage; 01-33; MOS Burger; Food & Beverage; B1-K1; Mothercare; Children; 03-04 to 03-05; Ms New; Fashion; 02-10; Mt Sapola; Beauty & Wellness; 01-27; N20 Beauty & Eyelash; Beauty & Wellness; B1-04; Namh.com; Electronics & Technology; 03-02; Nando's; Food & Beverage; 01-46; Natural Project; Fashion; 02-23; Nature's Farm; Beauty & Wellness; B1-16; New Balance; Sports; 02-18; NTUC FairPrice; Supermarket & Specialty Mart; B1-12; OCBC ATM; Services; 01-K7; Old Street Bak Kut Teh; Food & Beverage; B1-K17; OPPO; Electronics & Technology; 03-03; Osaka Ohsho; Food & Beverage; 04-19 to 04-20; OSIM; Beauty & Wellness; B1-05; OTO; Sports; B1-20; OWELL (Opening Soon); Beauty & Wellness; B1-23; PANDORA; Fashion; 01-15B; PASTAMANIA; Food & Beverage; 04-21 to 04-22; PAZZION; Fashion; 01-01; Pet Lovers Centre; Hobbies & Leisure; B1-25 to B1-26; Pierre Cardin; Fashion; 02-16A; Pizza Hut; Food & Beverage; 02-02; Poh Heng Jewellery; Fashion; 01-03 to 01-04; POLAR Puffs & Cakes; Food & Beverage; B1-K14; POPULAR Bookstore; Hobbies & Leisure, Books & Stationery; 03-17; Prata Wala; Food & Beverage; B1-K21; Precious Thots; Hobbies & Leisure; 03-18; Proofer; Food & Beverage; B1-K7A; Pu Tien Restaurant; Food & Beverage; B1-01, B1; Reds Hairdressing; Beauty & Wellness; 03-10 to 03-11; REMAX by Diginut; Electronics & Technology; 04-09; Ritz Apple Strudel; Food & Beverage; B1-K24; ROYCE; Food & Beverage; 01-31B; rubi shoes; Fashion; 02-19; running lab; Sports; 02-16B to 02-16C; Samsung; Electronics & Technology; 02-29; SEORAE; Food & Beverage; B1-02; Seoul Garden; Food & Beverage; 04-01; Shihlin Taiwan Street Snacks; Food & Beverage; B1-K4; SingTel; Electronics & Technology, Services; 02-13 to 02-15; SK Gold; Fashion; 01-25 to 01-26; SK JEWELLERY; Fashion; 01-19 to 01-20; SKP; Hobbies & Leisure; 03-19; So Pho; Food & Beverage; 04-30 to 04-31; Song-Cho; Home & Furnishing; 03-22 to 03-23; SP FRUITS; Food & Beverage; B1-K12; Spectacle Hut; Fashion; B1-21; Stalford Learning Centre; Children; 05-08; Starbucks; Food & Beverage; 01-50; StarHub; Services; 02-27 to 02-28; stuff'd; Food & Beverage; B1-K13; Swarovski; Fashion; 01-05; SWATCH; Fashion; 01-K3; Swensen's; Food & Beverage; 03-30; Tai Chong Kok; Food & Beverage; B1-K11; Tamago-EN; Food & Beverage; B1-10; The Aroma Hub; Hobbies & Leisure; 03-K4; The Body Shop; Beauty & Wellness; 01-30; The Good Earth Nail Bar; Beauty & Wellness; 03-K2; The Learning Lab; Children; 05-07; The Soup Spoon; Food & Beverage; B1-K2; The Wallet Shop; Fashion; 02-09; TOAST BOX; Food & Beverage; 01-32; TOG; Hobbies & Leisure; 04-12; Tokyo Shokudo; Food & Beverage; 04-02; Tori-Q; Food & Beverage; B1-K20; TOYS`R`US; Hobbies & Leisure; 03-17A; UNIQLO; Fashion; 02-25 to 03-25; UOB ATM; Services; 01-K6; UOB Auto Lobby; Services; 01-K5; Urban M; Electronics & Technology; 04-08; Vincent Watch; Fashion; 01-06 to 01-07; Watches of Switzerland; Fashion; 01-48; Watsons; Beauty & Wellness; B1-07 to B1-09; WESTON CORP; Sports; 02-17A; X-CRAFT; Fashion; 04-04; Xpressflower.com; Services, Hobbies & Leisure; B1-K25; Yamaha Music School; Hobbies & Leisure; 05-04; Yamaha Music Square; Hobbies & Leisure; 04-K1, 04; Yolé; Food & Beverage; B1-K18; Yomie's Rice X Yogurt; Food & Beverage; 02-K3A, 02",https://singmalls.app/en/malls/tampines-mall/directory,1995,377437,https://www.capitaland.com/sg/en/lease/mall-listing/tampines-mall.html,CapitaLand,,https://en.wikipedia.org//wiki/Tampines_Mall
Tampines Mart,1.3545,103.9600,2,https://www.streetdirectory.com/asia_travel/travel/travel_id_8814/travel_site_84077/overview/page-1.html,61,,,"https://www.heeton.com/project/tampines-mart/#:~:text=Tampines%20Mart%20is%20located%20in,the%20Tampines%20community%20it%20serves.",1993,40000,https://fct.frasersproperty.com/newsroom/20140512_175650_J69U_EQ6ASZLFT5NIS5LM.3.pdf,,,
Tanglin Mall,1.3049,103.8239,4,https://www.popupangels.sg/property/tanglin-mall-l1-atrium/,90,0.3333333333,,https://singmalls.app/en/malls/tanglin-mall/directory,,,,,,
Tangs,1.3050,103.8330,,,,,,,,,,,,https://en.wikipedia.org//wiki/Tangs
Tanjong Pagar Centre,1.2770,103.8455,3,https://www.guocotower.com/directory/,67,,,https://www.guocotower.com/directory/,2016,100000,https://www.businesstimes.com.sg/sites/default/files/graphics/2015/12/21/BT_20151221_LKRETAIL5BVT_2031434.pdf,,,https://en.wikipedia.org//wiki/Tanjong_Pagar_Centre
Teck Whye Shopping Centre,1.3811,103.7524,,,,,,,,,,,,
Tekka Centre,1.3062,103.8506,,,,,,,,,,,,https://en.wikipedia.org//wiki/Tekka_Centre
Tekka Place,1.3051,103.8514,3,https://www.tekkaplace.sg/store-directories/,24,,,https://www.tekkaplace.sg/store-directories/,2019,70000,https://fct.frasersproperty.com/misc/ar2019.pdf,,,
The Cathay,1.2995,103.8478,,,,,,,,,,https://singmalls.app/en/malls/the-cathay/directory,,
The Centrepoint,1.3015,103.8396,8,https://www.thecentrepoint.com.sg/store.php?CategoryID=594,121,,,https://www.thecentrepoint.com.sg/store.php?CategoryID=594,1983,371300,https://www.frasersproperty.com/sg/our-portfolio/retail/the-centrepoint,,,https://en.wikipedia.org//wiki/The_Centrepoint
The Flow,1.3046,103.9042,,,,,,,,,,,,
The Furniture Mall,1.3323,103.7481,,,70,,,https://thefurnituremall.com.sg/shop/,,,,,,
The Midtown,1.3705,103.8951,,,,,,,,,,,,
The Paragon,1.3038,103.8355,8,https://www.paragon.com.sg/stores-list,218,249,"45R; Fashion; 03-49; 7-Eleven; Supermarket & Specialty; 02-08B; A|X Armani Exchange; Fashion; 02-17 to 02-19; Action Hair Salon; Beauty & Wellness; 05-08; Adeva Spa; Beauty & Wellness; 06-22 to 06-24; Adidas; Sports & Lifestyle; 04-35; Adidas Originals; Sports & Lifestyle; 04-41; agnès b. VOYAGE; Fashion; 02-30; Akashi Japanese Restaurant; Food & Beverage; B1-01 to B1-02; ALDO; Handbags / Shoes / Accessories; 03-15 to 03-16; Alexis Eyewear Boutique; Optical; 02-20; Amaris; Beauty & Wellness; 03-11; Anne Fontaine; Fashion; 03-55 to 03-56; APM Monaco; Jewellery & Watches; 02-08; ASICS; Sports & Lifestyle; 04-10; Baker's Brew; Food & Beverage; 05-46; Balenciaga; Fashion; 01-01 to 02-01A; Basil Thai Kitchen; Food & Beverage; B1-45 to B1-46; Beauty. Mums & Babies; Beauty & Wellness; 14-11 to 14-12; Bee Cheng Hiang; Food & Beverage; B1-10A; Birkenstock; Handbags / Shoes / Accessories; 04-11 to 04-12; BloomB; Paragon Junior; 05-14; Boarding Gate; Sports & Lifestyle; B1-14; BoConcept; Home & Furnishing; 04-01 to 04-03; BOGGI Milano; Fashion; 02-10; Boost Juice; Food & Beverage; B3-52; Bora Aksu; Fashion; 02-45; BOSE; Audio / Phones / IT; 03-30; BOSS; Fashion; 03-30; Boulangerie Asanoya; Food & Beverage; B1-K27; BreadTalk; Food & Beverage; B1-11 to B1-12; Brooks Brothers; Fashion; 02-06 to 02-07; Brunello Cucinelli; Fashion; 01-17 to 01-18; Burberry; Fashion; 01-32 to 01-33; Café Manuka; Food & Beverage; 05-K3 to 05-K4; Café Manuka; Food & Beverage; 05-K3 to 05-K4; Calvin Klein Jeans; Fashion; 02-39; Calvin Klein Underwear; Fashion; 03-19; Cedele Bakery Cafe; Food & Beverage; B1-07 to B1-08; Chalk Farm; Food & Beverage; B1-K5 to Paragon; Chateau De Sable; Paragon Junior; 05-35A; Citigold / Citigold Private Client; Services / Others; 06-25 to 06-26; Citigold Private Client; Services / Others; 06-25 to 06-26; CK Calvin Klein; Fashion; 02-33; Coach; Handbags / Shoes / Accessories; 01-11; Cole Haan; Handbags / Shoes / Accessories; 02-11; Colonial Club Signatures; Food & Beverage; B1-43; Cortina Watch; Jewellery & Watches; 01-13 Paragon Shopping Centre 290 Orchard, Rd; Crystal Jade Golden Palace; Food & Beverage; 05-22; Da Paolo Gastronomia; Food & Beverage; B1-K8; Daughters Diamonds; Jewellery & Watches; 03-44A; DAUM; Art & Gallery; 04-04 to 04-05; DBS - ATM; Services / Others; B1-K13; DBS - ATM; Services / Others; B1-K13; Diesel; Fashion; 02-47A; Din Tai Fung; Food & Beverage; B1-03; DKNY; Fashion; 02-43 Paragon 290 Orchard, Road; DKNY; Fashion; 02-43 Paragon 290 Orchard, Road; dunhill; Fashion; 01-10 The Paragon 290 Orchard, Rd; ELM Tree; Books & Gifts; 05-31A; Emporio Armani; Fashion; 01-23 to 01-24; Ermenegildo Zegna; Fashion; 01-34 to 01-36; Escentials; Beauty & Wellness; 03-02 to 03-05; ETRO; Fashion; 01-30; Eu Yan Sang; Health & Pharmacy; 13-08 to 13-09; Eye Clinic and Optometry; Optical; 06-01 to 06-02; Eye Couture by Philip D Izaac; Optical; 03-44A Paragon Shopping, Centre; Ferrari Store Junior; Paragon Junior; 05-16; FILA KIDS; Paragon Junior; 05-32 to 05-32A; First Few Years; Paragon Junior; 05-40 to 05-41; Fish & Co. (Halal Certified); Food & Beverage; B1-35 to B1-36; Fish & Co. (Halal Certified); Food & Beverage; B1-35 to B1-36; Fitness First; Sports & Lifestyle; 08-13; Flaming Queen; Home & Furnishing; 03-K3 to 03-K7; FOREST; Handbags / Shoes / Accessories; 03-48; Francais; Food & Beverage; b1-k32; Francais; Food & Beverage; b1-k32; Furla; Handbags / Shoes / Accessories; 02-38; G-Star Raw; Fashion; 02-31 to 02-32; GEOX; Handbags / Shoes / Accessories; 03-33 to 03-34; Gingersnaps; Paragon Junior; 05-39; giordano ladies; Fashion; 03-17 to 03-18; Givenchy; Fashion; 01-41&42 Paragon 290 Orchard, Rd; GNC Live Well; Health & Pharmacy; B1-18; Greyhound Café; Food & Beverage; 01-25 to 01-25A; Greyhound Café; Food & Beverage; 01-25 to 01-25A; Grill by 1855 The Bottle Shop; Food & Beverage; B1-13; Guardian Pharmacy; Health & Pharmacy; B1-23; GUCCI; Fashion; 01-38 to 01-39; GUESS; Fashion; 02-01; GUESS Kids/ Baby GUESS; Paragon Junior; 05-36; Gyu & Tori; Food & Beverage; B1-K26 Paragon Shopping, 290, Orchard, Rd; Gyu & Tori; Food & Beverage; B1-K26 Paragon Shopping, 290, Orchard, Rd; Ha-Oh Hototogisu Ramen; Food & Beverage; B1-47; Halcyon & Crane; Food & Beverage; 03-09; Halcyon & Crane; Food & Beverage; 03-09; Honeymill; Food & Beverage; B1-32; Imperial Treasure Super Peking Duck Restaurant & Bubbles Champagne Bar; Food & Beverage; 05-42 to Rd; Imperial Treasure Super Peking Duck Restaurant & Bubbles Champagne Bar; Food & Beverage; 05-42 to Rd; Irvins Salted Egg; Food & Beverage; B1-K34; Irvins Salted Egg; Food & Beverage; B1-K34; iStudio; Audio / Phones / IT; B1-30 to B1-31; Jacadi Paris; Paragon Junior; 5-12 to 5-13; Janice Wong; Food & Beverage; B1-K28; Jimmy Choo; Handbags / Shoes / Accessories; 01-43 to 01-44; Kelture Aveda Hair Salon; Beauty & Wellness; 05-07; Kenko Wellness Reflexology; Beauty & Wellness; 05-02; KidSport; Paragon Junior; 05-34 to 238859; Kin No Mame; Food & Beverage; B1-K2; Krispy Kreme (Halal Certified); Food & Beverage; B1-K07; Krispy Kreme (Halal Certified) (Reopening Soon); Food & Beverage; B1-K07; L'Espace Beauté; Beauty & Wellness; 05-49; L'Espace Beauté; Beauty & Wellness; 05-49; L'OCCITANE; Beauty & Wellness; B1-24 Paragon Shopping, Centre; L'OCCITANE; Beauty & Wellness; B1-24 Paragon Shopping, Centre; Lacoste; Sports & Lifestyle; 02-06; LAI CHAN; Fashion; 03-20; LALIQUE; Art & Gallery; 04-46; Larry Jewelry; Jewellery & Watches; 01-21; le Carrousel de Pois (pop-up store); Fashion; 03-49; le Carrousel de Pois (pop-up store); Fashion; 03-49; Le Petit Society; Paragon Junior; 05-35; Le Shrimp Ramen; Food & Beverage; B1-42; Lemmi Fashion; Paragon Junior; 05-33A; LIU JO; Fashion; 02-49; LIULI; Art & Gallery; 04-50; LLADRO; Art & Gallery; 04-51; Loewe; Fashion; 01-11 to Paragon; Longchamp; Handbags / Shoes / Accessories; 02-02 to 02-03; M.G.M. Foreign Exchange; Services / Others; B1-19; M.G.M. Foreign Exchange; Services / Others; B1-19; M1 Shop; Audio / Phones / IT; B1-28 to B1-29; Mala Mala; Food & Beverage; B1-26; Marks & Spencer; Department Stores; 03-35 to 03-40; Marks & Spencer; Department Stores; 03-35 to 03-40; Maryling; Fashion; 02-46; Maryling; Fashion; 02-46; Master-Fix Services; Services / Others; B1-19A; Matchaya; Food & Beverage; B1-K4 Paragon, 290 Orchard, Rd; Matsukiya; Food & Beverage; 05-04; MAX&Co.; Fashion; 02-12; MAX&Co.; Fashion; 02-12; Mayoral; Paragon Junior; 03-49; MBT; Handbags / Shoes / Accessories; 04-12; MCM; Fashion; 01-26 to 01-K1; Merlin Frame Maker & Art Gallery; Art & Gallery; 05-30; Merlin Frame Maker & Art Gallery; Art & Gallery; 05-30; Metro; Department Stores; 02-28; MindChamps PreSchool; Paragon Junior; 06-19 to 06-20; Miu Miu; Fashion; 01-07; Montblanc; Jewellery & Watches; 01-28; Moschino; Fashion; 01-04 to 01-05; Mothercare; Paragon Junior; 05-25 to 05-29; Motion Sports; Sports & Lifestyle; 04-18 to 04-19; Mouawad; Jewellery & Watches; 03-12; MUJI; Department Stores; 04-36 to Rd; New Balance; Sports & Lifestyle; 04-13 to Rd; nicholas & bears; Paragon Junior; 05-33 The Paragon, 290 Orchard, Road; nicholas & bears; Paragon Junior; 05-33 The Paragon, 290 Orchard, Road; Nike; Sports & Lifestyle; 04-42; Niki Han & Ethel Huang; Fashion; 03-49; Niki Han & Ethel Huang; Fashion; 03-49; Northern Opticians; Optical; 04-20 290 Orchard, Road; OCBC - ATM; Services / Others; B1-K12; OCBC - ATM; Services / Others; B1-K12; Ocean Paradise; Paragon Junior; 05-29A; Off-White; Fashion; 01-03 to 01-03A; Old Chang Kee (Halal Certified); Food & Beverage; B1-10; Old Chang Kee (Halal Certified); Food & Beverage; B1-10; Outside; Sports & Lifestyle; 04-32; Paragon Market Place; Supermarket & Specialty; B1-21 to B1-22; Paragon Medical Concierge; Services / Others; 03-49; PAUL; Food & Beverage; 02-09 to 02-K1; Petit Bateau; Paragon Junior; 05-37 to 05-38; Pois Boutique; Fashion; 02-51 to 03-07; Polo Ralph Lauren; Fashion; 05-17 to 05-18; Porcelain Origins; Beauty & Wellness; 04-48 Orchard Rd The, Paragon; Porcelains Origins Café; Food & Beverage; 04-48 Orchard Rd The, Paragon; Porcelains Origins Café; Food & Beverage; 04-48 Orchard Rd The, Paragon; Prada; Fashion; 01-45 to 01-47; Presto Drycleaners; Services / Others; B1-19B; Pretty Ballerinas; Handbags / Shoes / Accessories; 02-47; Privé; Food & Beverage; 01-37; Privé; Food & Beverage; 01-37; PS.Cafe; Food & Beverage; 03-41 to 3; PS.Cafe; Food & Beverage; 03-41 to 3; PUMA; Sports & Lifestyle; 04-43 to 04-44A; Ralph Lauren Children; Paragon Junior; 05-17 to 05-18; REPLAY (Coming soon); Fashion; 02-29; Robert Piano Co / Kawai Music School; Paragon Junior; 05-03; SABRINAGOH; Fashion; 03-46; Salvatore Ferragamo; Fashion; 01-40 to 02-42; SEED HERITAGE; Paragon Junior; 05-47 to 05-48; SG Pomades (Vending Machine); Services / Others; 02-19; SG Pomades (Vending Machine); Services / Others; 02-19; Shimbashi Soba; Food & Beverage; B1-41; Shugar Prestige; Beauty & Wellness; 05-08A; Sinpopo Brand; Food & Beverage; B1-33; So Pho (Halal Certified); Food & Beverage; B1-20; So Pho (Halal Certified); Food & Beverage; B1-20; Soup Restaurant; Food & Beverage; B1-07; SPORT b.; Fashion; 02-30; Starbucks; Food & Beverage; B1-34; STELLA McCARTNEY; Fashion; 01-06 Paragon 290 Orchard, Rd; Strange & Deranged; Home & Furnishing; 04-47 to 03-52; Strange & Deranged; Home & Furnishing; 04-47; Strip/Browhaus; Beauty & Wellness; 05-09 to 05-11; Subway Niche; Food & Beverage; B1-K33; SuLin Serio; Jewellery & Watches; 03-52; Superitto; Food & Beverage; B1-K25 Paragon, 290 Orchard, Rd; SuperNature; Health & Pharmacy; B1-20A; Sushi Tei; Food & Beverage; 05-04 to 05-05; Tambuah Mas Indonesian Restaurant (Halal Certified); Food & Beverage; B1-44; Tambuah Mas Indonesian Restaurant (Halal Certified); Food & Beverage; B1-44; Ted Baker; Fashion; 02-36A to 02-37; Thann; Beauty & Wellness; 03-45 Paragon Shopping, Center; The Better Toy Store; Paragon Junior; 05-19 to 05-20; The Body Shop; Beauty & Wellness; B1-15; The Dressing Salon; Fashion; 03-49; The Dressing Salon; Fashion; 03-49; The Floral Atelier; Home & Furnishing; 03-K1; The Hair Shop; Beauty & Wellness; 05-06 290 Orchard, Rd; The Hour Glass; Jewellery & Watches; 01-29; The North Face®; Sports & Lifestyle; 04-33; The Planet Traveller; Sports & Lifestyle; 04-15; The Soup Spoon + (Halal Certified); Food & Beverage; B1-K4 to B1-K7; The Soup Spoon + (Halal Certified) (Reopening Soon); Food & Beverage; 03-49; Thye Moh Chan; Food & Beverage; B1-12; Tiger Sugar; Food & Beverage; B1-39 to B1-40; Times bookstores; Books & Gifts; 04-06 to 04-07; Toast Box; Food & Beverage; 02-08A; TOD'S; Fashion; 01-48; TOD'S; Fashion; 01-48; Tokyo Milk Cheese Factory; Food & Beverage; B1-37; TORI-Q; Food & Beverage; B1-K1; Toss & Turn The Salad Bar; Food & Beverage; B4-55; Toys 'R' Us; Paragon Junior; 06-12 to 06-18; Treasures - Yi Dian Xin; Food & Beverage; B1-08; Under Armour; Sports & Lifestyle; 04-34; UOB - ATM; Services / Others; B1-K10; Venchi; Food & Beverage; B1-25; Versace; Fashion; 01-08 to 01-09; VitaKids; Paragon Junior; 05-31; Watches of Switzerland; Jewellery & Watches; 01-19 to 01-20; Watsons Health; Health & Pharmacy; B1-27 to B1-27A; White Space Art Asia by Heng Artland; Art & Gallery; 04-08; XZQT portfolio; Home & Furnishing; 04-49; Y by Yann; Fashion; 03-49; Ya Kun Kaya Toast; Food & Beverage; B1-37 to K1",https://singmalls.app/en/malls/paragon/directory,1998,484840,https://sphreit.listedcompany.com/misc/ar2014/38_portfolio_overview.pdf,,,"https://en.wikipedia.org//wiki/The_Paragon,_Singapore"
The Poiz,1.3313,103.8681,,,,,,,,,,,,
The Star Vista,1.3068,103.7884,3,https://www.capitaland.com/international/en/about-capitaland/newsroom/news-releases/international/2019/nov/CapitaLand-divests-The-Star-Vista.html,102,0.3333333333,,https://singmalls.app/en/malls/the-star-vista/directory,2012,162500,https://www.capitaland.com/international/en/about-capitaland/newsroom/news-releases/international/2019/nov/CapitaLand-divests-The-Star-Vista.html,,,
Thomson Plaza,1.3547,103.8309,4,https://www.thomsonplaza.com.sg/store-directory/,174,0.3333333333,,https://singmalls.app/en/malls/thomson-plaza/directory,1979,239316,https://www.jllproperty.com/assets/doc/(jllweb)%20property%20particulars-%20thomson%20plaza%20-%2018may2017_9159166.pdf,,,https://en.wikipedia.org//wiki/Thomson_Plaza
